4,0,"The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade."
11,0,"The touchpad is extremely sensitive, which is the only drawback."
18,1,"The real stand out on this computer is the feel of the keyboard and it's speed."
5,0,"the screen/video resolution won't increase to a higher resolution then 1024 x 60"
3,1,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me."
3,1,"I can't say enough of how satisfied I am with their product and help aftermarket."
13,1,"The 13"" Macbook###Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
6,0,"Speakers doesn't sound that great."
11,0,"I've owned this labtop for less then two months, already the mouse button has broke."
3,0,"Still under warrenty so called Toshiba, no help at all."
9,0,"Will not buy another Toshiba, this is my second, not happy w/ either."
8,1,"I love its solid build, light wt and excellent###battery###life (for now)."
5,1,"Excellent LED monitor and well equipped."
9,1,"I love the Apple###products."
18,1,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic."
3,0,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines."
3,0,"I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed."
3,0,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them."
3,0,"It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them."
3,0,"And at one point, they blame me for installing a bad memory###stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory###stick they recomended)."
3,0,"Long###story###short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in."
9,0,"Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?"
9,0,"I'll rather be out of date then spend more money on toshiba."
9,0,"Remember to do your research first before consider buying a toshiba product."
18,1,"It's so nice to look at and the keys are easy to type with."
18,1,"I bought a protector for my key pad and it works great :)"
3,1,"The Apple team also assists you very nicely when choosing which computer is right for you :)"
5,0,"The lcd###screen stopped working on mine after 10 months."
3,0,"I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat."
3,0,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty."
3,0,"even though I had the receipt in front of me proving it still had 2 months left on the warranty."
3,0,"Dealing with the support drone on the other end of the chat was sheer torture."
3,0,"English must have been his third or fourth language."
3,0,"His language was so bad I swore I was taking the turing test, and it was failing."
3,0,"after trying to get some help he disconnected on me."
3,0,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt."
3,0,"Then they had me jump through many hoops and questions to see if they could find another way to invalidate me."
3,0,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered."
3,0,"I managed to comply with these too and now have to wait and see if they can find another way to screw me."
3,0,"They really do have the worlds very worst repair service."
3,0,"I Contacted HP  about this situation and was given excuses, without results."
3,0,"They didn't even try to assist me or even offer a replacement."
9,0,"I will never purchase a HP again ever."
9,1,"Let's just get this out of the way, I love Apple!"
8,1,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since."
18,1,"I find myself using the 10-key more than I thought I would."
8,1,"Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos."
7,1,"the i3 processor doesn't seem to run hot and the fan rarely turns on."
14,0,"I took off a star because the machine has a lot of junk software on it."
14,0,"Once I removed all the software the laptop loads in 15-20 seconds."
8,0,"Battery life needs more life."
8,0,"The only downfall is the battery only last 1.5-2.0 hrs when not plugged in."
8,0,"I would like at least a 4 hr. battery life."
8,1,"lightweight, long battery life, excellent transition from PC;"
9,0,"Summary: Dont buy HP."
9,0,"If you buy, pray you dont have major prolems."
9,0,"I thought we were paying for quality in our decision to buy an Apple product."
5,0,"After a little more than a year of owning my MacBook###Pro, the monitor has completely died."
5,1,"It is easy to use, has great screen quality, and every so light weight."
8,1,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
4,1,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system."
4,0,"I don't understand why only Windows 7 Starter is included."
8,0,"Needs longer lasting battery, More than 1 to 2 Hrs."
9,1,"I love this product because it is Toshiba and its 15.6""."
5,1,"Good monitor and performed well."
6,1,"I am using the external speaker- sound is good."
14,1,"The games included are very good games."
5,1,"Fast, great visual!"
18,0,"Oh yea, has no numeric pad on the side."
18,0,"There is no number pad to the right of the keyboard which is a bummer."
6,0,"The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better."
4,1,"I am overall very pleased with my toshiba###satellite, I like the extra features, I love the windows 7 home premium."
8,1,"The battery life has not decreased since I bought it, so i'm thrilled with that."
14,0,"defective software."
11,0,"I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen."
3,1,"I went to Toshiba online help and found some suggestions to fix it."
3,1,"One of them seems to have worked."
4,0,"The start###menu is not the easiest thing to navigate due to the stacking."
18,0,"Keys stick periodically and I havent had the laptop for 45 days yet."
21,1,"Graphics are clean and sharp, internet interfaces are seamless."
6,0,"Sound###card is limited though."
4,1,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work."
8,1,"The battery life is amazing, the versitility is outstanding."
11,0,"I had to adjust my mousepad sensitivity, because it is very sensitive."
18,1,"Keyboard is great, very quiet for all the typing that I do."
5,1,"Screen is crystal clear, yes it's small - but it's a netbook!"
8,1,"I couldn't believe how long the battery lasted on a single charge."
4,1,"I loaded windows 7 via Bootcamp and it works flawlessly!"
8,1,"It is sleek and lightweight and charges quickly when needed."
14,1,"Iphoto is great for adding pictures right to facebook and other social###networking sites."
21,1,"The graphics are stunning."
14,1,"It has many great programs, such as ILife, iPhotos and others."
14,1,"iLife is easily compatible with Microsoft###Office so you can send and receive files from a PC."
14,1,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations."
14,1,"This comes in very handy for me as an educator."
14,1,"iPhotos is an excellent program for storing and organizing photos."
14,1,"It allows you to automatically upload photos to your Facebook account with one click."
14,1,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture."
4,0,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all."
3,0,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it."
9,0,"NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS."
5,1,"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts."
18,1,"It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted."
14,1,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs."
8,1,"Very long-life battery (up to 10-11 hours depending on how you configure power level settings)."
11,1,"I play a lot of casual games online, and the touchpad is very responsive."
5,0,"The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week."
4,1,"Everything from the design to the OS is simple and to the point."
8,1,"Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome."
6,0,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that."
2,0,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow."
9,1,"tosiba has a good reputation, my llast computer was an acer."
9,1,"I made a perfect decision when I bought the Toshiba!"
3,0,"The Computer itself is a good product but the repair depot stinks."
3,0,"I have had to send in my laptop three times to get it fixed."
3,0,"Toshiba does not send any one out unless you have paid extra to have the on site repair done."
3,0,"I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in."
18,0,"This computer that I have has had issues with the keyboard where it lost half the keyboard functions."
1,0,"As well as having the plug in the computer come loose."
1,0,"So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good."
1,0,"It still seems to be a little lose now but so far seems to be hanging in there."
4,0,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price."
8,1,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!)."
9,1,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them."
3,0,"I was happy with My purchase of a Toshiba###Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty."
3,0,"They were totally unconcerned that the computer was not correctly repaired in the first place."
13,0,"The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba."
13,0,"The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue."
13,0,"Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky."
3,0,"And Toshiba is totally unconcerned."
3,0,"The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter."
3,0,"We don't Mind and You don't Matter."
9,0,"I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter."
3,0,"When it come time for warranty service to Toshiba you don't matter."
4,0,"Windows###Vista makes this computer almost unusable for online service."
3,0,"The technical service for dell is so 3rd world it might as well not even bother."
3,0,"Just a bunch of idiots who's English as a 5th language is forced at best."
9,0,"I'm all for saving money but Dell needs to step it up."
5,1,"Can listen to my music and watch my videos with ease and with a great display."
2,1,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown."
20,0,"My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone###jack when headphones are plugged in."
16,0,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range."
4,1,"The improvements to the OS have been relatively gradual, but substantive."
5,0,"For the not so good, I got the stock screen - which is VERY glossy."
5,1,"It's still beautiful and has better color reproduction than I could ever expect from a notebook."
8,0,"The statement of 7 hour battery life is not just mere exaggeration -- it's a lie."
8,0,"I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it."
8,0,"The first full charge of this battery got me only about 2 full hours."
8,0,"Enabling the battery timer is useless."
8,0,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes."
8,0,"It's so bad that I'm thinking I only got half a battery or something."
8,0,"I know what 7 hrs of battery looks like."
8,0,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied."
9,1,"Great product by Apple with the new great looking design."
16,0,"It was slow, locked up, and also had hardware replaced after only 2 months!"
5,1,"I love the easy to see screen, and It works well for work, persoal or just play."
9,1,"I tell everyone I see out looking to get this or another Toshiba."
9,1,"My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!"
18,0,"I was disappointed when I realized that the keyboard doesn't light up on this model."
5,1,"Its fast, has High###definition quality in the videos."
5,1,"The pictures are clear as can be."
9,1,"If I had to buy another computer, I would most definetly buy an acer one computer."
6,1,"Clear picture on it and everything."
5,1,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it."
14,0,"The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it."
14,0,"It seems to be incompatible with everything else."
14,1,"the programs are esay to use and are quick to process this computer works like a charm."
4,1,"The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly."
4,1,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!"
9,1,"Apple continues to shine and provide a much more enjoyable computer experience!"
14,1,"Skype is just so dang cool with this machine too."
8,1,"It is light and the battery last a very long time."
4,1,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC."
11,0,"the mouse on the pad, the left button always sticks."
11,0,"the mouse is way way way to sensitve."
11,0,"i tried turning it done but it did nothing."
11,0,"the mouse jumps around all the time and it clicks stuff i dont want it too."
11,0,"its not bad just VERY VERY annoying."
5,1,"The big screen allows you to enjoy watching movies , pictures and etc!"
4,0,"The flaws are, this computer is not for computer gamers because of the OS X."
14,1,"BUT there's this application called Boot###Camp which allows you to add another OS X like Windows."
14,0,"Was not happy with one of the programs on it."
14,0,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial."
12,0,"Also, the extended warranty was a problem."
12,0,"The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu."
5,1,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves."
14,0,"The Internet###Explorer was very slow from the very beginning."
14,0,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it."
14,0,"I tried to upgrade it to a newer###version a couple of months ago and I still have the same problem."
14,0,"Well, I started using Google###Chrome, which is a little better, but it freezes too sometimes."
8,0,"Another issue I have with it is the battery."
8,0,"Maybe three or four months ago it started blinking all of the sudden."
8,0,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge."
5,1,"The screen is very large and crystal clear with amazing colors and resolution."
7,1,"The processor is very quick and effective as I load webpages and applications."
8,0,"The only bad thing about it is they give you the worst batteries possible."
8,0,"They only stay charged a little over an hour."
8,0,"Laptops are usually used on the go, so why not give you a better battery?"
7,0,"The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing."
9,1,"Thank you for your great product!"
8,0,"The only thing is that the battery won't last more than 1/2 an hour."
8,0,"It discharges too quickly."
15,1,"It has good speed and plenty of hard###drive space."
6,0,"The only downfall is the volume control."
6,0,"The wheel that turns the volume up and down doesn't work in real time."
6,0,"I have to keep turning it until it decides to lower and there is no mute."
14,1,"I am ADDICTED to photo booth!"
14,1,"It is SO much fun to play with."
14,1,"I work with kids and they love making short videos on there."
14,1,"I am able to organize my pics, music and files easily."
9,1,"If you have any creativity in you do yourself a favor and get a mac!"
18,1,"I love the keyboard."
5,1,"The display is awesome."
5,0,"The display is beyond horrible."
5,0,"I can not even read what I am writing half of the time."
15,0,"Not to mention it has shit gigs."
15,0,"I could not even put my entire music collection on this garabage."
15,0,"Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop."
11,0,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding."
9,1,"Very dissappointed becase I have had toshibas for years, and never a issue."
3,0,"Toshiba knows there is a manufacturing defect but will not acknowledge it."
3,0,"TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM."
3,0,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support."
4,0,"I loved the netbook (minus the fact that it was windows###OS) until this started happening."
9,0,"But if you can't make your product last more than a year, you will not get my business again."
3,1,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily."
14,1,"The iLife software that comes with the computer is so simple to use and produces a great finished product."
5,0,"First the screen goes completely out."
3,0,"Then HP sends it back to me with the hardware screwed up, not able to connect."
5,0,"Now the screen is going darker, darker, darker."
13,0,"Oh yeah, don't forget the expensive shipping to and from HP."
10,1,"Fan vents to the side, so no cooling pad needed, great feature!"
5,1,"Screen is crystal clear and the system is very responsive."
11,0,"The only thing I would change about it is the mouse keys."
11,0,"They click."
11,0,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!"
4,0,"Vista is a nightmare."
9,1,"I honestly love my mac, thats why I am a self proclaimed mac addict."
11,1,"It had the full sized touch pad with 2 buttons instead of just one."
18,1,"Keyboard was also very nice and had a solid feel."
4,1,"It did not take long to get used to the Mac OS."
5,1,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable."
6,1,"The built-in webcam is great for Skype and similar video-chat services."
14,1,"iTunes is a handy music-management program, and it is essential for anyone with an iPod."
9,1,"They definitely have a superior product!"
13,1,"Delivery was early too."
21,1,"With awesome graphics and assuring security, it's perfect!"
3,0,"Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it."
3,0,"I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired."
3,0,"Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty."
15,1,"It has far exceeded my expectations for power, storage, and abilitiy."
9,1,"My next laptop will also be a Mac!"
2,1,"My mac laptop is fabulous in both areas."
14,1,"The Final###Cut###Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac."
18,1,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well."
3,1,"The apple care has never failed me, and I expect it to be the same for this computer as well."
9,1,"I will only buy apple laptops from now on."
3,1,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty."
14,1,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc."
14,1,"She said its very user friendly."
14,1,"I have not had a problem with the applications quitting or freezing."
9,1,"That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought."
11,1,"Since I've had this computer I've only used the trackpad because it is so nice and smooth."
11,1,"I also like that you can scroll down in a window using two fingers on the trackpad."
14,1,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well."
21,1,"Another Great thing is the Beast graphics."
21,1,"They are so realistic I am just speechless."
3,0,"Each time taking about 1 day or so."
3,0,"I had to wait 3 weeks to get it back and it still is not working properly."
3,0,"I had to pay for the shipping!"
9,0,"I will never buy anything from HP again!"
14,1,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses."
3,1,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed."
4,1,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it."
3,0,"3) Horrible customer support-they lost my laptop for a month-got it back 3 months later"
3,0,"4) Laptop still did not work, blue###screen within a week..."
9,0,"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen..."
9,1,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea."
18,0,"The letter A stopped working after the first week."
3,0,"when i called to have another one shipped or to get my money back they said the return###policy is 23 twenty three days from the date of purchase."
3,0,"so the fact that the computer does not work on the 24 twenty fourth day is my fault."
3,0,"they have done absolutely nothing to fix the computer problem."
3,0,"they have not sent a new one nor called."
3,0,"then on top of it all their cusromer service###center is in the middle east."
3,0,"So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand."
3,0,"Then to make matters worst, there is noone that they can transfer you to."
3,0,"Got the computer back a month later and it was still broken sent it out again and they repaired it."
3,0,"3 weeks went by and the computer keeps crashing and will not open any applications."
3,0,"YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY."
6,0,"The only problems are the sound isnt very loud I have to wear headphones."
3,0,"That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed."
3,0,"It took a little over 2 weeks until i got it back."
11,0,"ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke."
21,1,"The graphics are great."
8,0,"The battery life is probably an hour at best."
14,0,"Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product###key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good."
8,0,"Also, the battery does not last very long at all."
3,0,"I have had no luck with staples or HP to resolve this problem."
18,0,"Also, I have had alot of trouble with the keys sticking and will not type correctly."
18,0,"Also, I have had alot of trouble with the shift###key to go to other lines."
18,0,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work."
5,0,"Sometimes the screen even goes black on this computer."
9,0,"Will probably never buy a HP again."
3,0,"None of the techs at HP knew what they were doing."
3,0,"They would repair one thing, send it back and it would still have the same problem."
3,0,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble."
3,0,"I had something else go wrong and they said it had to be in good working order to be able to buy the warranty."
3,0,"I sent it back AND THEY LOST IT."
3,0,"I waited and waited and no laptop."
3,0,"Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box."
3,0,"I waited another month for approval and for them to ""BUILD"" me a new laptop."
3,0,"Here we are another year later and the computer is doing the same thing."
3,0,"HP didn't fix it."
3,0,"1st time they got it working the next 5 month they had me send it in."
3,0,"They say sorry out of warranty."
3,0,"Summary: They played games with me for the warranty period."
3,0,"Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine."
3,0,"They had me send in the machine last April returned it to me in May with no documentation on what was done it anything."
3,0,"Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook."
9,0,"So buyer beware when buying Toshiba"
3,0,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times."
9,0,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this)."
9,0,"Steve###Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby."
9,0,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times."
15,0,"Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard###drive and it is putting it temporaly in save zone."
3,1,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message."
3,0,"I custom ordered the machine from HP and could NOT understand the techie due to his accent."
13,0,"The computer was two weeks late in delivery because HP forgot to complete the required import paperwork."
3,0,"Although my model was listed as recalled, HP denied my claim."
14,0,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."
3,0,"Spent 2 hours on phone with HP Technical Support."
3,0,"They went through asking me open up various components, taking battery out, hard###disk apart, and after 2 hours on phone could not fix it."
3,0,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting."
3,0,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!"
3,0,"I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION."
